user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Fred_18-Q3-R57-64_BATAC.318	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	84.4	11	0.6984230115494015	N/A
Fred_18-Q3-R57-64_BATAC.349	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__SIBH01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_009695285.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__SIBH01;g__SIBH01;s__SIBH01 sp009695285	77.41	0.28	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	77.17	11	0.8388374273990512	N/A
Fred_18-Q3-R57-64_BATAC.359	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	75.36	11	0.907477242040358	N/A
Fred_18-Q3-R57-64_BATAC.369	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB15;s__	N/A	N/A	N/A	N/A	N/A	GCA_013360465.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB15;s__OLB15 sp013360465	77.39	0.22	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB15;s__	taxonomic classification defined by topology and ANI	N/A	N/A	90.33	11	0.9241975347429336	N/A
Fred_18-Q3-R57-64_BATAC.414	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	92.24	11	0.6668013653616571	N/A
Fred_18-Q3-R57-64_BATAC.421	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB15;s__	N/A	N/A	N/A	N/A	N/A	GCA_013360465.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB15;s__OLB15 sp013360465	79.92	0.53	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB15;s__	taxonomic classification defined by topology and ANI	N/A	N/A	90.43	11	0.9729334070531569	N/A
Fred_18-Q3-R57-64_BATAC.422	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077526;s__	N/A	N/A	N/A	N/A	N/A	GCA_001464765.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077526;s__Ga0077526 sp001464765	78.85	0.35	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077526;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001464895.1, s__Ga0077526 sp001464895, 95.0, 78.08, 0.32	95.69	11	0.908416047735669	N/A
Fred_18-Q3-R57-64_BATAC.439	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	85.88	11	0.8722295444333239	N/A
Fred_18-Q3-R57-64_BATAC.459	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__	ANI	N/A	GCA_003506995.1, s__Prosthecobacter sp003506995, 95.0, 79.82, 0.42; GCA_002343505.1, s__Prosthecobacter sp002343505, 95.0, 79.69, 0.32; GCA_903848465.1, s__Prosthecobacter sp903848465, 95.0, 78.74, 0.36; GCA_903838675.1, s__Prosthecobacter sp903838675, 95.0, 78.48, 0.3; GCA_002279765.1, s__Prosthecobacter sp002279765, 95.0, 78.45, 0.33; GCA_002482965.1, s__Prosthecobacter sp002482965, 95.0, 78.45, 0.32; GCF_014203095.1, s__Prosthecobacter vanneervenii, 95.0, 78.44, 0.33; GCA_002336895.1, s__Prosthecobacter sp002336895, 95.0, 78.38, 0.32; GCA_903960845.1, s__Prosthecobacter sp903960845, 95.0, 78.25, 0.28; GCF_007992435.1, s__Prosthecobacter gellanilyticus, 95.0, 77.67, 0.26; GCA_003453085.1, s__Prosthecobacter sp003453085, 95.0, 76.94, 0.2	88.9	11	0.9270823760076917	N/A
Fred_18-Q3-R57-64_BATAC.466	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ga0077548;s__	N/A	N/A	N/A	N/A	N/A	GCA_001464215.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ga0077548;s__Ga0077548 sp001464215	82.93	0.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	86.58	11	0.9764146841818465	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Fred_18-Q3-R57-64_BATAC.480	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__R-H-3;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	94.66	11	0.8830475762684402	N/A
Fred_18-Q3-R57-64_BATAC.512	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	82.03	11	0.9027764676716753	N/A
Fred_18-Q3-R57-64_BATAC.530	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	85.11	11	0.8582646909455276	N/A
Fred_18-Q3-R57-64_BATAC.568	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-5;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	93.94	11	0.7852523208546294	N/A
Fred_18-Q3-R57-64_BATAC.601	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia_A;s__	ANI	N/A	GCF_000970465.2, s__Devosia_A insulae, 95.0, 81.71, 0.52; GCF_001402915.1, s__Devosia_A sp001402915, 95.0, 81.65, 0.55; GCA_001899085.1, s__Devosia_A sp001899085, 95.0, 81.44, 0.59; GCF_001425235.1, s__Devosia_A sp001425235, 95.0, 81.4, 0.6; GCA_903842455.1, s__Devosia_A sp903842455, 95.0, 81.22, 0.58; GCA_001899075.1, s__Devosia_A sp001899075, 95.0, 80.03, 0.46; GCA_001899065.1, s__Devosia_A sp001899065, 95.0, 79.58, 0.43; GCA_004144345.1, s__Devosia_A sp004144345, 95.0, 79.37, 0.44; GCF_900119845.1, s__Devosia_A enhydra, 95.0, 78.9, 0.34; GCA_903828145.1, s__Devosia_A sp903828145, 95.0, 78.69, 0.42	93.91	11	0.9708946646939103	N/A
Fred_18-Q3-R57-64_BATAC.609	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	84.77	11	0.8037678844175175	N/A
Fred_18-Q3-R57-64_BATAC.644	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7239;g__UBA7239;s__	N/A	N/A	N/A	N/A	N/A	GCA_002333095.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7239;g__UBA7239;s__UBA7239 sp002333095	76.72	0.17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	92.38	11	0.9212597668931028	N/A
Fred_18-Q3-R57-64_BATAC.715	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Lacibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Lacibacter;s__	ANI	N/A	GCF_014168535.1, s__Lacibacter sp014168535, 95.0, 79.24, 0.41; GCA_002337125.1, s__Lacibacter sp002337125, 95.0, 78.81, 0.42; GCA_009996555.1, s__Lacibacter sp009996555, 95.0, 78.79, 0.39; GCF_004118265.1, s__Lacibacter luteus, 95.0, 78.42, 0.37; GCF_007830055.1, s__Lacibacter cauensis, 95.0, 78.36, 0.36; GCA_002336115.1, s__Lacibacter sp002336115, 95.0, 78.33, 0.36	91.84	11	0.9572587593596553	N/A
Fred_18-Q3-R57-64_BATAC.716	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__	ANI	N/A	GCA_002343505.1, s__Prosthecobacter sp002343505, 95.0, 79.08, 0.23; GCA_003506995.1, s__Prosthecobacter sp003506995, 95.0, 78.83, 0.28; GCA_903848465.1, s__Prosthecobacter sp903848465, 95.0, 78.48, 0.26; GCA_903838675.1, s__Prosthecobacter sp903838675, 95.0, 78.2, 0.25; GCA_002336895.1, s__Prosthecobacter sp002336895, 95.0, 78.18, 0.27; GCA_002279765.1, s__Prosthecobacter sp002279765, 95.0, 78.15, 0.25; GCA_002482965.1, s__Prosthecobacter sp002482965, 95.0, 78.13, 0.26; GCA_903960845.1, s__Prosthecobacter sp903960845, 95.0, 78.13, 0.16; GCF_014203095.1, s__Prosthecobacter vanneervenii, 95.0, 78.11, 0.26; GCF_007992435.1, s__Prosthecobacter gellanilyticus, 95.0, 77.53, 0.22	84.87	11	0.9254803322242203	N/A
Fred_18-Q3-R57-64_BATAC.76	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__	N/A	N/A	N/A	N/A	N/A	GCA_001724275.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__SCN-70-22 sp001724275	81.59	0.63	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__	taxonomic classification defined by topology and ANI	N/A	GCA_014379705.1, s__SCN-70-22 sp014379705, 95.0, 77.56, 0.29; GCA_902826615.1, s__SCN-70-22 sp902826615, 95.0, 77.26, 0.23	90.63	11	0.9464647447807895	N/A
Fred_18-Q3-R57-64_BATAC.8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	96.82	11	0.9363590257414236	N/A
Fred_18-Q3-R57-64_BATAC.80	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	taxonomic classification fully defined by topology	N/A	N/A	96.88	11	0.939960660390771	N/A
Fred_18-Q3-R57-64_BATAC.85v2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Austwickia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	97.88	11	0.9235693918244757	N/A
Fred_18-Q3-R57-64_BATAC.880	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__	N/A	N/A	N/A	N/A	N/A	GCA_903848955.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__Sulfuritalea sp903848955	82.58	0.6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__	taxonomic classification defined by topology and ANI	N/A	GCA_006218025.1, s__Sulfuritalea sp006218025, 95.0, 83.25, 0.54; GCF_000828635.1, s__Sulfuritalea hydrogenivorans, 95.0, 83.15, 0.58; GCA_001828935.1, s__Sulfuritalea sp001828935, 95.0, 82.28, 0.51; GCA_903933395.1, s__Sulfuritalea sp903933395, 95.0, 82.28, 0.65; GCA_012026675.1, s__Sulfuritalea sp012026675, 95.0, 81.89, 0.55; GCA_903932755.1, s__Sulfuritalea sp903932755, 95.0, 81.12, 0.59; GCA_903959855.1, s__Sulfuritalea sp903959855, 95.0, 80.69, 0.47; GCA_903908065.1, s__Sulfuritalea sp903908065, 95.0, 80.45, 0.48	84.24	11	0.9722000490643532	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Fred_18-Q3-R57-64_MAXAC.004	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	N/A	N/A	N/A	N/A	N/A	GCA_011391855.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__Rubrivivax sp011391855	90.08	0.82	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903914615.1, s__Rubrivivax sp903914615, 95.0, 83.06, 0.52; GCA_013822265.1, s__Rubrivivax sp013822265, 95.0, 83.02, 0.62; GCF_001295905.1, s__Rubrivivax sp001295905, 95.0, 82.58, 0.53; GCA_903828235.1, s__Rubrivivax sp903828235, 95.0, 82.5, 0.58; GCF_004016505.1, s__Rubrivivax sp004016505, 95.0, 82.33, 0.52; GCF_001295865.1, s__Rubrivivax sp001295865, 95.0, 82.14, 0.53; GCA_001725505.1, s__Rubrivivax sp001725505, 95.0, 81.88, 0.57; GCF_004016515.1, s__Rubrivivax albus, 95.0, 81.85, 0.52; GCF_000190375.1, s__Rubrivivax benzoatilyticus, 95.0, 81.82, 0.58; GCF_000284255.1, s__Rubrivivax gelatinosus_A, 95.0, 81.42, 0.49; GCA_903938815.1, s__Rubrivivax sp903938815, 95.0, 81.29, 0.47; GCF_004340905.1, s__Rubrivivax gelatinosus, 95.0, 81.18, 0.5; GCA_001724995.1, s__Rubrivivax sp001724995, 95.0, 81.18, 0.58; GCA_903822435.1, s__Rubrivivax sp903822435, 95.0, 80.98, 0.43; GCA_001464055.1, s__Rubrivivax sp001464055, 95.0, 80.88, 0.47; GCA_011525985.1, s__Rubrivivax sp011525985, 95.0, 80.42, 0.7; GCA_903885585.1, s__Rubrivivax sp903885585, 95.0, 79.52, 0.35; GCA_903876715.1, s__Rubrivivax sp903876715, 95.0, 79.31, 0.36; GCA_903834645.1, s__Rubrivivax sp903834645, 95.0, 79.04, 0.49; GCA_009923895.1, s__Rubrivivax sp009923895, 95.0, 77.67, 0.28	93.53	11	0.9923292673478857	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Fred_18-Q3-R57-64_MAXAC.027	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__	ANI	N/A	GCF_012940005.1, s__Accumulibacter phosphatis_H, 95.0, 81.38, 0.52; GCF_000024165.1, s__Accumulibacter phosphatis_C, 95.0, 80.98, 0.46; GCA_002425405.1, s__Accumulibacter phosphatis_E, 95.0, 80.77, 0.5; GCF_005889575.1, s__Accumulibacter sp000584975, 95.0, 80.63, 0.48; GCF_900089955.1, s__Accumulibacter aalborgensis, 95.0, 80.43, 0.5; GCA_002345025.1, s__Accumulibacter phosphatis_B, 95.0, 79.8, 0.45; GCA_000585075.1, s__Accumulibacter sp000585075, 95.0, 79.62, 0.42; GCA_013347225.1, s__Accumulibacter sp005524045, 95.0, 79.51, 0.41; GCA_000987445.1, s__Accumulibacter phosphatis_A, 95.0, 79.43, 0.46; GCF_012939955.1, s__Accumulibacter phosphatis_G, 95.0, 79.39, 0.38; GCA_000585055.1, s__Accumulibacter sp000585055, 95.0, 79.25, 0.38; GCA_003332265.1, s__Accumulibacter phosphatis_F, 95.0, 79.21, 0.4; GCA_000585015.1, s__Accumulibacter sp000585015, 95.0, 79.19, 0.43	87.97	11	0.9556787305314927	N/A
Fred_18-Q3-R57-64_MAXAC.070	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	86.78	11	0.8759677947160674	N/A
Fred_18-Q3-R57-64_MAXAC.073	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	92.12	11	0.8411410115091964	N/A
Fred_18-Q3-R57-64_MAXAC.109_cln	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__	N/A	N/A	N/A	N/A	N/A	GCA_002414805.1	95.0	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__UBA5070 sp002414805	86.25	0.83	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__	taxonomic classification defined by topology and ANI	N/A	N/A	95.0	11	0.9837757358803805	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Fred_18-Q3-R57-64_MAXAC.112	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB13;s__	N/A	N/A	N/A	N/A	N/A	GCA_001567485.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB13;s__OLB13 sp001567485	77.13	0.26	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	94.28	11	0.9383787014615765	N/A
Fred_18-Q3-R57-64_MAXAC.148	d__Bacteria;p__AABM5-125-24;c__RPQS01;o__RPQS01;f__RPQS01;g__JABWCQ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013360195.1	95.0	d__Bacteria;p__AABM5-125-24;c__RPQS01;o__RPQS01;f__RPQS01;g__JABWCQ01;s__JABWCQ01 sp013360195	77.69	0.22	d__Bacteria;p__AABM5-125-24;c__RPQS01;o__RPQS01;f__RPQS01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	89.02	11	0.919277905609325	N/A
Fred_18-Q3-R57-64_MAXAC.209	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__	N/A	N/A	N/A	N/A	N/A	GCA_004295005.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__Dokdonella sp004295005	89.38	0.86	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001899855.1, s__Dokdonella sp001899855, 95.0, 80.26, 0.46; GCF_900115085.1, s__Dokdonella immobilis, 95.0, 79.32, 0.45; GCF_001632775.1, s__Dokdonella koreensis, 95.0, 78.08, 0.27; GCA_002483055.1, s__Dokdonella sp002483055, 95.0, 77.96, 0.24; GCA_003241385.1, s__Dokdonella denitrificans_A, 95.0, 77.84, 0.27	96.51	11	0.9882033133593526	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Fred_18-Q3-R57-64_MAXAC.220	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius	GCF_000154985.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius	98.12	0.89	GCF_000154985.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius	98.12	0.89	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 94.19, 0.86; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 94.18, 0.79; GCF_004352735.1, s__Streptococcus sp002393675, 95.1145, 90.37, 0.86; GCF_900104225.1, s__Streptococcus equinus_D, 95.1145, 90.05, 0.83; GCF_000187265.1, s__Streptococcus equinus, 95.0, 87.26, 0.84; GCF_000283635.1, s__Streptococcus macedonicus, 96.3165, 85.92, 0.68; GCF_002000985.1, s__Streptococcus gallolyticus, 96.3165, 85.6, 0.6; GCF_900478025.1, s__Streptococcus pasteurianus, 96.1304, 85.08, 0.62; GCF_003337175.1, s__Streptococcus gallolyticus_B, 95.6693, 84.57, 0.63; GCF_010120595.1, s__Streptococcus thermophilus, 95.0, 82.22, 0.27; GCF_012277075.1, s__Streptococcus alactolyticus, 95.0, 81.88, 0.59; GCF_000785515.1, s__Streptococcus salivarius, 95.0, 80.96, 0.24; GCF_000380105.1, s__Streptococcus orisratti, 95.0, 80.5, 0.29; GCF_009738225.1, s__Streptococcus sp001556435, 95.0, 80.41, 0.23; GCF_000379985.1, s__Streptococcus caballi, 95.0, 80.31, 0.31; GCF_000188295.1, s__Streptococcus vestibularis, 95.0, 80.29, 0.26; GCF_000186445.1, s__Streptococcus agalactiae, 95.0, 80.1, 0.23; GCF_000376985.1, s__Streptococcus henryi, 95.0, 79.99, 0.28; GCA_003521145.1, s__Streptococcus sp003521145, 95.0, 79.84, 0.29; GCF_010604095.1, s__Streptococcus sp000187445, 95.0, 79.83, 0.25; GCF_002953735.1, s__Streptococcus pluranimalium, 95.0, 79.59, 0.21; GCF_900475595.1, s__Streptococcus uberis, 95.0, 79.48, 0.12; GCF_003686955.1, s__Streptococcus sp003686955, 95.0, 79.02, 0.23; GCF_007859205.1, s__Streptococcus sp007859205, 95.0, 78.65, 0.22; GCA_900546335.1, s__Streptococcus sp900546335, 95.0, 78.5, 0.09; GCF_006739205.1, s__Streptococcus mutans, 95.0, 78.39, 0.2; GCF_000425025.1, s__Streptococcus castoreus, 95.0, 78.37, 0.22; GCF_002355215.1, s__Streptococcus troglodytae, 95.0, 78.22, 0.21	93.25	11	N/A	N/A
Fred_18-Q3-R57-64_MAXAC.222	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	90.41	11	0.7907578515912372	N/A
Fred_18-Q3-R57-64_MAXAC.248	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	ANI	N/A	GCA_902826165.1, s__JJ008 sp902826165, 95.0, 78.12, 0.32; GCA_011331705.1, s__JJ008 sp011331705, 95.0, 77.87, 0.28; GCA_002352145.1, s__JJ008 sp002352145, 95.0, 77.75, 0.34; GCF_002127295.1, s__JJ008 sp002127295, 95.0, 77.69, 0.28; GCA_002400415.1, s__JJ008 sp002400415, 95.0, 77.65, 0.26; GCA_001464625.1, s__JJ008 sp001464625, 95.0, 77.33, 0.26; GCA_013140985.1, s__JJ008 sp013140985, 95.0, 77.3, 0.25	84.47	11	0.9345265107388762	N/A
