MAG	NumContigs	TotBP	MaxContigBP	AvContigBP	HQMAG	HQdRep	HQdRep99ANI	HQSpRep	Comp	Cont	StrHet	Circ	FLSSU	FLLSU	GTDBTaxRS95	MiDAS3_7Tax	MIdentity	MAlnLgth	SILVA138Tax	SIdentity	SAlnLgth	ilmcov	npcov	max_abund	mm27f	mm534r	ttl_polymorphic_rate	polymut_rate
Ega_18-Q3-R5-49_MAXAC.062.fa	32	4340715	659705	135647.3	1083HQ	375_1	375_2	SPREPHQ	98.01	4.13	69.23	NA	1	1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	ESV320.1457;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_320;	99.7	1457	FR691424.1.1487 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Curvibacter sp. R-36930	99.1	1487	11.358173	11.063381	0.24658166	0	0	0.0391289632267573	0.00766329649486204
Ega_18-Q3-R5-49_MAXAC.071.fa	49	3955392	390441	80722.3	1083HQ	333_1	333_1	NA	96.88	3.8	76.92	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__Propionivibrio aalborgensis	ESV2103.1528;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Propionivibrio,s:Ca_Propionivibrio_aalborgensis;	99.5	1528	FPLP01009032.16.1535 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Propionivibrio;metagenome	98.8	1520	73.659485	16.700254	NA	0	0	0.0294027515773256	0.00677239018824872
Ega_18-Q3-R5-49_MAXAC.074.fa	33	3620272	417073	109705.2	1083HQ	258_1	258_6	NA	92.88	0.99	0	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__	ESV679.1447;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:midas_g_679,s:midas_s_679;	99.1	1447	FPLP01006638.16.1458 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;metagenome	98.8	1445	6.7302084	8.983634	NA	0	0	0.0225744987079258	0.00581113078031984
Ega_18-Q3-R5-49_MAXAC.075.fa	34	4929677	461354	144990.5	1083HQ	152_1	152_1	NA	95.48	3.81	88.89	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__;g__;s__	ESV283.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:midas_g_283,s:midas_s_283;	99.5	1445	FPLP01004264.2.1479 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;metagenome	99.3	1480	7.8549156	11.244455	NA	0	0	0.0248797829027821	0.00562292289065907
Ega_18-Q3-R5-49_MAXAC.109.fa	5	3465899	1752219	693179.8	1083HQ	28_1	28_5	NA	93.15	0.55	0	NA	2	2	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__UBA10438 sp002426145	ESV428.1409;tax=d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:OPB56,f:midas_f_428,g:midas_g_428,s:midas_s_428;	99.9	1410	FPLP01012358.2.1414 Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;metagenome	87.3	1414	12.9781065	12.82771	NA	0	0	0.0105655820773228	0.00196257894250314
Ega_18-Q3-R5-49_MAXAC.112v2.fa	1	3260747	3260747	3260747	1083HQ	450_0	450_0	SPREPHQ	97.53	1.65	0	CIRCULAR	1	1	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__Brocadia;s__Brocadia sapporoensis	ESV9608.1601;tax=d:Bacteria,p:Planctomycetes,c:Brocadiae,o:Brocadiales,f:Brocadiaceae,g:Ca_Brocadia,s:Ca_Brocadia_sapporoensis;	97.2	1592	MWTF01000010.49529.51100 Bacteria;Planctomycetota;Brocadiae;Brocadiales;Brocadiaceae;Candidatus Brocadia;Candidatus Brocadia sp. UTAMX1	98	1572	8.145274	12.176356	0.2369684	3	0	0.00184774135191588	0.000456399413035692
Ega_18-Q3-R5-49_MAXAC.199.fa	8	2614025	1383746	326753.1	1083HQ	221_1	221_1	NA	96.63	0	0	NA	1	1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__;s__	ESV595.1458;tax=d:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:MVP-88,f:midas_f_595,g:midas_g_595,s:midas_s_595;	100	1458	FPLP01009312.6.1482 Bacteria;Elusimicrobiota;Elusimicrobia;MVP-88;metagenome	99.7	1477	24.28474	12.645912	NA	0	1	0.00303134581186297	0.000892185615605634
Ega_18-Q3-R5-49_MAXAC.200.fa	31	4543325	800764	146558.9	1083HQ	401_1	401_3	NA	98.5	2.88	21.43	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Palsa-1005;g__VBCG01;s__	ESV3347.1465;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:SC-I-84,g:midas_g_1341,s:midas_s_3347;	99.8	1466	FPLP01004961.12.1430 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;metagenome	99.4	1420	18.298853	16.049269	NA	0	0	0.0420636967391213	0.0123558625658679
Ega_18-Q3-R5-49_MAXAC.254.fa	28	4287934	525359	153140.5	1083HQ	301_0	301_0	SPREPHQ	91.77	1.08	0	NA	1	1	d__Bacteria;p__OLB16;c__OLB16;o__OLB16;f__OLB16;g__OLB16;s__OLB16 sp001567115	ESV4465.1479;tax=d:Bacteria,p:Ca_Fermentibacterota,c:Ca_Fermentibacteria,o:midas_o_3047,f:midas_f_4465,g:midas_g_4465,s:midas_s_4465;	89.7	1490	LMZT01000093.11438.12996 Bacteria;Sumerlaeota;Sumerlaeia;uncultured;Omnitrophica bacterium OLB16	99.6	1560	6.032612	7.854142	0.08887209	0	0	0.0128056826306581	0.00471785484696935
Ejby_18-Q3-R6-50_BAT3C.119.fa	5	3502098	1437541	700419.6	1083HQ	28_1	28_1	SPREPHQ	96.99	0.55	0	NA	2	2	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__UBA10438 sp002426145	ESV428.1409;tax=d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:OPB56,f:midas_f_428,g:midas_g_428,s:midas_s_428;	99.8	1412	FPLP01012358.2.1414 Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;metagenome	99.4	1413	10.221486	13.340935	0.17281382	0	0	0.00642805193597268	0.00149270823872275
Ejby_18-Q3-R6-50_BAT3C.142_sub.fa	50	5315207	974714	106304.1	1083HQ	150_1	150_4	NA	97.9	3.96	66.67	NA	2	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	ESV177.1454;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_65,s:midas_s_177;	100	1454	JN391572.1.1497 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;uncultured bacterium	99.6	1499	10.284703	17.329893	NA	0	0	0.0148726379559294	0.00338376749273532
Ejby_18-Q3-R6-50_BAT3C.200.fa	3	4804539	2469779	1601513	1083HQ	173_1	173_2	SPREPHQ	98.28	0.49	0	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA7236;s__UBA7236 sp002473275	ESV536.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:midas_f_536,g:midas_g_536,s:midas_s_536;	100	1445	HQ343230.1.1487 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;uncultured bacterium	99.7	1487	20.650988	35.18509	0.74948025	1	0	0.0109000997307971	0.00187995529099047
Ejby_18-Q3-R6-50_BAT3C.203.fa	3	3529762	1615495	1176587.4	1083HQ	551_1	551_1	NA	99.73	0.55	100	NA	2	2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__;s__	ESV724.1443;tax=d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Dermatophilaceae,g:midas_g_724,s:midas_s_724;	100	1443	FPLP01003120.1.1341 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermatophilaceae;uncultured;metagenome	96.8	1343	19.306017	17.89716	NA	0	0	0.00891208256989077	0.00243769880521181
Ejby_18-Q3-R6-50_BAT3C.216.fa	32	3270025	277723	102188.3	1083HQ	246_1	246_7	NA	91.09	0.99	0	NA	1	1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__G233;s__	ESV4104.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.8	1412	FPLP01003506.17.1486 Bacteria;Chloroflexi;OLB14;metagenome	99.7	1470	7.41481	8.418323	NA	0	0	0.0375612064728689	0.00969617309539457
Ejby_18-Q3-R6-50_BAT3C.246.fa	51	3368937	247559	66057.6	1083HQ	268_2	268_3	SPREPHQ	91.76	1.1	0	NA	1	1	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__;g__;s__	ESV4788.1479;tax=d:Bacteria,p:Ca_Fermentibacterota,c:Ca_Fermentibacteria,o:midas_o_753,f:midas_f_753,g:midas_g_4788,s:midas_s_4788;	99.5	1479	FN824902.1.1305 Bacteria;Latescibacterota;uncultured bacterium	99.2	1305	9.783626	8.473593	0.09092647	0	0	0.0616675655269119	0.02227445830993
Ejby_18-Q3-R6-50_BAT3C.362.fa	179	7779645	310019	43461.7	1083HQ	487_1	487_3	NA	91.74	4.54	44.44	NA	3	3	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__	ESV814.1441;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:OM27_clade,s:midas_s_814;	99.9	1442	CU466760.2.1341 Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;uncultured proteobacterium	98.7	1342	20.391106	12.276661	NA	0	0	0.0614504290937357	0.0143742903757701
Ejby_18-Q3-R6-50_BAT3C.370.fa	5	2921588	1526652	584317.6	1083HQ	104_1	104_1	NA	96.14	0	0	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp002381005	ESV11.1455;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_11;	98.5	1457	FPLP01005060.16.1528 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;metagenome	98.3	1515	6.1354537	10.0397835	NA	0	0	0.0158238601260348	0.00477404334949239
Ejby_18-Q3-R6-50_BAT3C.384.fa	20	3136521	617279	156826	1083HQ	27_1	27_1	SPREPHQ	95.24	2.38	0	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__	ESV19.1449;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidetes_vadinHA17,g:midas_g_19,s:midas_s_19;	99.7	1449	FPLM01000992.16.1523 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;metagenome	99.5	1508	9.114359	12.46614	0.18743487	0	0	0.0127809104456376	0.00367681294814913
Ejby_18-Q3-R6-50_BAT3C.80.fa	28	4264875	1206658	152317	1083HQ	503_1	503_2	NA	97.7	2.38	0	NA	1	1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	ESV395.1432;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_395,s:midas_s_395;	99.8	1432	FPLP01000356.16.1505 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;metagenome	99.7	1490	14.442416	9.198283	NA	0	0	0.0156244673423976	0.0046578309210426
Ejby_18-Q3-R6-50_BATAC.123.fa	35	6032000	1152665	172342.9	1083HQ	207_1	207_1	NA	91.88	3.99	0	NA	1	1	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__	ESV1393.1414;tax=d:Bacteria,p:Cyanobacteria,c:Melainabacteria,o:Obscuribacterales,f:midas_f_1393,g:Ca_Obscuribacter,s:midas_s_1393;	98.6	1414	FPLS01037662.13.1484 Bacteria;Cyanobacteria;Vampirivibrionia;Obscuribacterales;Obscuribacteraceae;Candidatus Obscuribacter;metagenome	98.2	1472	11.055116	9.167695	NA	0	1	0.0107957754397846	0.0022270015127172
Ejby_18-Q3-R6-50_BATAC.207.fa	27	4141864	619320	153402.4	1083HQ	401_1	401_5	NA	95.51	2.61	46.67	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Palsa-1005;g__VBCG01;s__	ESV3347.1465;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:SC-I-84,g:midas_g_1341,s:midas_s_3347;	98.1	1465	FPLP01004961.12.1430 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;metagenome	97.6	1420	10.105297	11.180749	NA	0	0	0.0621540387055293	0.0213199379615269
Ejby_18-Q3-R6-50_BATAC.215_sub.fa	25	4500956	740616	180038.2	1083HQ	277_1	277_2	NA	97.58	0.54	100	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV597.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_225,s:midas_s_597;	99.7	1445	DQ640656.1.1389 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured Bacteroidetes bacterium	98.6	1395	7.8652077	10.596994	NA	0	0	0.039054330971211	0.0112580653135893
Ejby_18-Q3-R6-50_BATAC.240.fa	18	3960261	1230147	220014.5	1083HQ	115_0	115_0	SPREPHQ	97.03	2.48	40	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__OLB8 sp001567405	ESV3279.1450;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:OLB8,s:midas_s_3279;	99.7	1452	JZQW01000031.13817.15341 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;OLB8;Bacteroidetes bacterium OLB8	99.6	1525	7.215697	11.313876	0.107745305	0	0	0.0098946667473818	0.00242818315107472
Ejby_18-Q3-R6-50_BATAC.260.fa	60	7855595	828705	130926.6	1083HQ	466_1	466_1	SPREPHQ	95.27	2.76	0	NA	2	2	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__	ESV6040.1479;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Sandaracinaceae,g:midas_g_4851,s:midas_s_4851;	99.8	1479	FN827194.1.1480 Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured;uncultured bacterium	94.9	1483	14.006537	10.30101	0.2654885	0	0	0.0211059494841209	0.00547586042932477
Ejby_18-Q3-R6-50_BATAC.262.fa	87	4924366	303524	56601.9	1083HQ	346_1	346_1	SPREPHQ	90.18	3.59	66.67	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__	ESV6500.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Sulfuritalea,s:midas_s_6500;	98.4	1460	FPLP01007777.8.1469 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Sulfuritalea;metagenome	99.5	1463	17.748722	15.278809	0.4143398	0	0	0.0673678363639527	0.018144256297674
Ejby_18-Q3-R6-50_BATAC.272.fa	3	3707187	3646647	1235729	1083HQ	146_1	146_1	NA	98.51	1.98	100	NA	2	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	ESV862.1456;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_6,s:midas_s_862;	100	1456	KF533849.1.1492 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;uncultured bacterium	99.3	1492	24.603794	33.23401	NA	0	0	0.00348354269685395	0.000766556035246176
Ejby_18-Q3-R6-50_BATAC.314.fa	12	3764867	1132503	313738.9	1083HQ	259_0	259_0	SPREPHQ	92.61	1.48	60	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__	ESV7373.1449;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:midas_g_679,s:midas_s_5542;	99.7	1449	KP687106.1.1453 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;uncultured bacterium	98.5	1453	11.733045	13.883176	0.17475556	0	0	0.00743264219477871	0.00166577493718463
Ejby_18-Q3-R6-50_BATAC.337.fa	15	5257475	768182	350498.3	1083HQ	390_1	390_1	SPREPHQ	97.4	2.1	55.56	NA	1	1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Piscinibacter;s__	ESV522.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Piscinibacter,s:Piscinibacter_aquaticus;	99.9	1451	AY662010.1.1521 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Piscinibacter;uncultured bacterium	99.6	1521	19.45113	15.251177	0.31936765	0	0	0.0387641111649546	0.0117457174051533
Ejby_18-Q3-R6-50_BATAC.338.fa	44	4327873	487238	98360.8	1083HQ	269_1	269_5	NA	90.11	2.2	0	NA	1	1	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__UM-FILTER-65-15;s__	ESV753.1487;tax=d:Bacteria,p:Ca_Fermentibacterota,c:Ca_Fermentibacteria,o:midas_o_753,f:midas_f_753,g:midas_g_753,s:midas_s_753;	99.7	1487	EF632751.1.1552 Bacteria;Latescibacterota;uncultured bacterium	99	1552	10.879908	9.084206	NA	0	0	0.0471013354516256	0.0124568555467217
Ejby_18-Q3-R6-50_BATAC.353.fa	84	8558619	343695	101888.3	1083HQ	511_0	511_0	SPREPHQ	90.79	1.31	33.33	NA	2	2	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__	ESV3599.1470;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,s:midas_s_3599;	99.3	1471	JQ278833.1.1506 Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;uncultured Haliangium sp.	96.6	1508	12.452623	8.544171	0.17768571	0	0	0.0161413954041293	0.00572129101947261
Ejby_18-Q3-R6-50_BATAC.463.fa	7	4024898	1292109	574985.4	1083HQ	147_1	147_1	SPREPHQ	97.77	0	0	NA	2	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	ESV321.1460;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_321,s:midas_s_321;	100	1460	GQ396874.1.1502 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;uncultured bacterium	99.1	1504	10.932791	18.6175	1.719526	0	0	0.0123102993720557	0.00285069283490076
Ejby_18-Q3-R6-50_MAXAC.009.fa	23	5022679	1210665	218377.3	1083HQ	388_1	388_1	NA	94.3	3.31	38.46	NA	1	1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	ESV81.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Leptothrix,s:midas_s_81;	100	1451	FPLP01003697.16.1524 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;metagenome	99.9	1509	53.151993	50.82071	NA	0	0	0.0163865447072726	0.00440263052915586
Ejby_18-Q3-R6-50_MAXAC.023.fa	76	3301797	178726	43444.7	1083HQ	124_1	124_7	NA	92.2	2.16	33.33	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	ESV108.1447;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:midas_f_108,g:midas_g_108,s:midas_s_108;	99.6	1448	FPLP01001942.21.1520 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;metagenome	99.2	1500	8.267044	7.59331	NA	0	0	0.0214415017787031	0.00607429266975339
Ejby_18-Q3-R6-50_MAXAC.047.fa	18	4228619	740164	234923.3	1083HQ	126_1	126_1	NA	96.04	0.99	0	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV37.1440;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:Ca_Epiflobacter,s:midas_s_37;	99.4	1440	FPLP01007689.5.1503 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	99.2	1499	7.427281	11.607702	NA	0	0	0.016648505930179	0.00534234286504894
Ejby_18-Q3-R6-50_MAXAC.157.fa	14	3784577	984165	270326.9	1083HQ	96_1	96_1	NA	97.96	2.66	70.59	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	ESV154.1451;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_83;	98.8	1451	LMYF01017862.1638.3127 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Hypsibius dujardini	98.1	1490	6.2377214	10.443986	NA	0	0	0.0311285536517661	0.00731711531151733
Ejby_18-Q3-R6-50_MAXAC.161.fa	56	4392950	523033	78445.5	1083HQ	291_1	291_2	NA	96.77	2.15	75	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV1171.1446;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_843,s:midas_s_1171;	84.6	1446	KC551764.1.1483 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured bacterium	81.9	1484	8.012374	9.973738	NA	0	6	0.0335171167803632	0.00829145662084732
Ejby_18-Q3-R6-50_MAXAC.192.fa	3	2622925	2528687	874308.3	1083HQ	221_1	221_1	SPREPHQ	97.75	0	0	NA	1	1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__;s__	ESV595.1458;tax=d:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:MVP-88,f:midas_f_595,g:midas_g_595,s:midas_s_595;	100	1458	FPLP01009312.6.1482 Bacteria;Elusimicrobiota;Elusimicrobia;MVP-88;metagenome	99.7	1477	66.785286	24.682964	0.98028576	0	1	0.00153088212014625	0.000416012753390971
Ejby_18-Q3-R6-50_MAXAC.193.fa	28	4262545	931578	152233.8	1083HQ	309_1	309_1	NA	95.66	2.88	23.53	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter;s__	ESV601.1456;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Competibacterales,f:Competibacteraceae,g:Ca_Competibacter,s:midas_s_601;	99.8	1456	HQ158634.1.1495 Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus Competibacter;uncultured bacterium	97.5	1496	15.031791	11.884291	NA	0	0	0.0226437600569997	0.00523905101033
Ejby_18-Q3-R6-50_MAXAC.200_cln.fa	1	2060775	2060775	2060775	1083HQ	31_0	31_0	SPREPHQ	80.79	1.67	16.67	CIRCULAR	1	1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_A;f__;g__;s__	ESV9154.1410;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:midas_f_2010,g:midas_g_4554,s:midas_s_4554;	100	1410	LN572427.1.1324 Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;uncultured bacterium	91.2	1325	80.25718	97.25842	1.1967524	0	0	2.18382571323748e-05	4.34692126584521e-06
Ejby_18-Q3-R6-50_MAXAC.201.fa	5	4277870	1692003	855574	1083HQ	125_1	125_1	SPREPHQ	98.36	1.48	50	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__;s__	ESV1223.1447;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:37-13,g:midas_g_1223,s:midas_s_1223;	99.9	1447	JF828737.1.1489 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;37-13;uncultured bacterium	98.7	1489	13.040548	11.853048	1.5930587	0	0	0.00160881468633093	0.000419038048098522
Ejby_18-Q3-R6-50_MAXAC.240.fa	27	4899191	570402	181451.5	1083HQ	129_0	129_0	SPREPHQ	91.57	1.75	33.33	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV896.1444;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_896,s:midas_s_896;	97.4	1445	FPLP01011198.27.1515 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	78.9	1491	5.7962737	10.107905	0.1027091	0	0	0.0250629200140815	0.00658404337722696
